Mata Pelajaran_clean,Soal_clean,Jawaban_clean,Keterangan_clean,Skor
seni,jelaskan industry kreatif,industri kreatif adalah yaitu membikin karya tangan sendiri seperti rumah dari stik atau dan lain lain dan di pikir di otak senidri membikin kerajinan tangan,jawaban siswa,0.0
seni,jelaskan industry kreatif,adalah sektor ekonomi yang berfokus pada pencapaian produk dan distribusi karya seni rupa yang memiliki nilai estetika budaya dan ekonomi,jawaban siswa,10.0
seni,jelaskan industry kreatif,industri kreatif adalah sebuah pikiran yang sudah mempunyai suatu gambaran apa yang mau digambar,jawaban siswa,0.0
seni,jelaskan industry kreatif,kemampuan untuk menghasilkan produk,jawaban siswa,4.0
seni,jelaskan industry kreatif,industri yang mengandalkan kreatifitas dan ide untuk menghasilkan produk bernilai ekonomi,jawaban siswa,10.0
seni,jelaskan industry kreatif,industri kreatif dalah pabrik ekonomi yang kreatif untuk menciptakan barang bermanfaat dari bekas,jawaban siswa,10.0
seni,jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,fungsi warna dalam karya seni adalah menyampaikan emosi menarik perhatian dan menjadi simbol,jawaban siswa,10.0
seni,jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,fungsi warna dalam dua dimensi yaitu untuk mencampur warna ataupun untuk mewarnai gambar dua dimensi tersebut,jawaban siswa,0.0
seni,jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,memperindah gambar atau lukisan agar memiliki daya tarik,jawaban siswa,10.0
seni,jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,untuk menambahkan kesan yang berwarna agar menarik saat dilihat,jawaban siswa,10.0
seni,jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,biar bagus dilihat biar nyaman dilihat,jawaban siswa,0.0
seni,jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,fungsi warna dalam karya seni rupa dua dimensi untuk mengekspresikan emosi membangun suasana menjadi pusat perhatian dan menciptakan ilusi ruang warna bukan sekedar dekoratif melainkan alat komunikasi,jawaban siswa,10.0
seni,jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,agar lebih terkesan memmbuat seni lebih hidup dan agar menambah daya tarik dan keindahan,jawaban siswa,10.0
seni,jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,agar terlihat menarik dan tidak membosankan,jawaban siswa,10.0
seni,jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,untuk mempermudah karya atau mempercantikan biar membangun pusat perhatian,jawaban siswa,5.0
seni,jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,fungsi warna agar terlihat menarik dan tidak biasa saja serta bisa menarik pengunjung maupun pembeli untuk melihatnya,jawaban siswa,10.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa dua dimensi merupakan karya seni yang hanya dapat di lihat dari satu arah contoh lukisan dan poster,jawaban siswa,10.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa dua dimensi adalah seni yang memiliki peluang besar dalam industri kreatif contoh kriya dan kuliner,jawaban siswa,0.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,memiliki gambar yang bagus dan mempunyai warna warna yang terang,jawaban siswa,0.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa dua dimensi adalah karya seni yang memiliki dua ukuran panjang dan lebar dan hanya bisa dilihat dari satu arah contohnya lukisan dan gambar,jawaban siswa,10.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,karya seni yang memiliki dua ukuran yaitu panjang dan lebar serta hanya dapat dinikmati dari satu arah pandang depan contoh lukisan patung,jawaban siswa,5.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni yang hanya dapat dilihat dari satu arah contoh lukisan dan sketsa,jawaban siswa,0.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,pengertian seni dua dimensi titik garis contoh karya seni gambar dan seni lukis,jawaban siswa,0.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,senirupa dua dimensi adalah karya yang diciptakan pada bidang datar dan wujudnya bisa dinikmati untuk dilihat melalui indra penglihatan,jawaban siswa,5.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa adalah seni yang dibuat oleh tangan manusia contoh batik atau menjait,jawaban siswa,0.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa yang mempunyai dua ukuran atau dua sisi,jawaban siswa,10.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni yang dari tangan untuk menggambar yang sangat bagus,jawaban siswa,0.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,karya seni yang memiliki panjang dan lebar hanya dapat dilihat dari satu arah contohnya lukisan,jawaban siswa,8.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni itu dua dimensi seni rupa cabang seni yang dapat dinikmati melalui indra penglihatan dan memiliki bentuk fisik yang nyata contoh lukis dan patung,jawaban siswa,0.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,pengekspresian atau untuk membuat suatu titik dan menciptakan karya dimensi contoh gambar dan komik,jawaban siswa,5.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa yang diciptakan pada bidang datar yang diwujudkan yang dapat dinikmati dan dilihat degan indra penglihatan lukisan poster,jawaban siswa,10.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa adalah karya seni yang menciptakan pada bidang datar yang wujudnya dapat dinikmati dan dilihat dengan indra penglihatan,jawaban siswa,10.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa dua dimensi adalah karya seni yang bisa dilihat melalui indra penglihatan contoh batik lukisan foto,jawaban siswa,10.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,karya seni rupa dua dimensi karya seni yang memiliki panjang pendek,jawaban siswa,0.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa dua dimensi adalah karya seni yang memilki dua ukuran yaitu panjang dan lebar serta hanya dapat dilihat dari satu arah contohnya lukisan dan gambar atau poster,jawaban siswa,10.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa dua dimensi adalah seni rupa yang memiliki panjang dan lebar serta hanya bisa dilihat dari satu arah tidak memiliki volume atau ketebalan contoh gambar dan poster,jawaban siswa,10.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa dua dimensi adalah seni rupa yang hanya bisa di lihat atau seni yang manfaatnya hanya untuk di lihat dan dinikmati keindahannya contoh lukisan gambar poster,jawaban siswa,10.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,karya seni rupa dua dimensi adalah karya seni rupa yang memiliki panjang dan lebar dan hanya bisa di lihat dari satu sisi contoh gambar dan lukisan,jawaban siswa,10.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa dua dimensi ialah karya yang hanya bisa di lihat dari satu arah saja contoh lukisan dan gambar,jawaban siswa,10.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa dimensi adalah seni yang dibuat manual dan membutuhkan perjuangan penuh agar hasil seni lebih optimal,jawaban siswa,0.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa dua dimensi adalah karya seni yang menciptakan pada bidang datar dan wujudnya bisa dinikmati dengan indra penglihatan contoh lukisan poster,jawaban siswa,10.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa dua dimensi adalah karya seni yang memiliki dua ukuran yaitu panjang dan lebar serta hanya dapat di lihat dari satu arah seperti lukisan gambar dan poster,jawaban siswa,10.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa dua dimensi adalah karya seni yang menciptakan pada bidang datar contoh lukisan dan patung,jawaban siswa,5.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa dua dimensi adalah karya seni yang memiliki dua ukuran yaitu panjang dan lebar berbeda dengan seni tiga dimensi karya ini hanya bisa dinikmati dari satu arah pandang depan karena tidak memiliki ruang dan volume,jawaban siswa,5.0
seni,jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa dua dimensi adalah karya seni yang memiliki dua ukuran panjang dan lebar,jawaban siswa,5.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni karya seni yang dibuat untuk di nikmati keindahannya saja seni rupa terapan karya seni yang memiliki nilai keindahan sekaligus fungsi pakai,jawaban siswa,10.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni adalah seni yang murni di kerjakan oleh seseorang sedangkan seni rupa seni yang dibuat oleh orang tetapi menggunakan bantuan,jawaban siswa,0.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni karya seni yang diciptakan untuk nilai estetika dan ekspresi diri seniman seni rupa terapan karya seni yang diciptakan untuk memenuhi kebutuhan praktis da fungsional selain memiliki nilai estetika,jawaban siswa,10.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni lukisan patung seni grafis seni terapan desain produk desain interior ilustrasi menggabungkan nilai seni dengan fungsi praktis,jawaban siswa,5.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni adalah karya seni yang dirancang untuk memiliki fungsi praktis dalam kehidupan sehari hari namun tetap memperhatikan unsur keindahan seni terapan adalah menggabungkan nilai estetika dengan fungsi guna sehari haru,jawaban siswa,10.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni ialah seni yang hanya di buat dengan satu karya tangan dan keaslian yang tidak ada campurannya seni rupa ialah seni berupa gabungan atau campuran suatu karya,jawaban siswa,0.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni ialah seni yang dibuat tanpa adanya unsur unsur seni rupa seni rupa ialah seni yang dibuat dengan adanya unsur unsur seni rupa,jawaban siswa,0.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni karya seni yang dibuat untuk keindahan saja estetika seni rupa terapan karya seni yang dapat difungsikan,jawaban siswa,10.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni adalah karya seni yang hanya bisa dilihat dari depan sedangkan seni terapan adalah karya seni yang bisa difungsikan seperti batik meja dan lain lain,jawaban siswa,5.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni asli dari pengekspresian atau seseorang kalai seni rupa terapan adalah mengcopy atau encontoh seni murni menerapkan seni murni,jawaban siswa,0.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni adalah karya yang dibuat untuk keindahan atau ekspresi saja seni terapan adalah karya seni yang memiliki fungsi pakai,jawaban siswa,10.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,menggunakan alat secara murni dan memakai alat yang terang atau bagus,jawaban siswa,0.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,perbedaan senu murni dan seni terapan seni murni yang dibentuk tanpa tambahan tambahan dari seni lain dan sangat berbeda dari lainnya seni rupa yang dibentuk dengan tambahan tambahan lain yang menyerupai seni lainnya,jawaban siswa,0.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni sama seperti dimensi yang hnya bisa dinikmati melalui penglihatan seni terapan seni yang bisa difungsikan dan bisa dinikmati melalui indra penglihatan dan dirasakan dengan rabaan,jawaban siswa,10.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,sei murni adalah seni yang terbuat sendiri seperti batu yang terbentuk atau terpecah sendiri dan seni rupa terapan adalah seni yang di gambar atau di lukis yang dibiarkan contohnya seperti gambaran atau lukisan,jawaban siswa,0.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni fungsi utamanya estetika contoh patung pameran seni terapan adalah simpel dan estetik contoh piring hiasan,jawaban siswa,5.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni adalah karya seni yang mengutamakan keindahan contoh lukisan seni terapan adalag karya seni yang memiliki fungsi pakai contoh kerajinan desain,jawaban siswa,10.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni seni yang asli seni terapan seni yang ditampilkan,jawaban siswa,0.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni rupa seni yang hasilnya dapat dilihat saja keindahannya lukisan seni terapan seni yang hasilnya keindahan dapat digunakan batik,jawaban siswa,10.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni ialah seni yang biasa saja tidak mencampurkan warna apapun kalau seni rupa adalah seni gambar atau lukis,jawaban siswa,0.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni untuk keindahan lukisan seni terapan memiliki fungsi pakai poster,jawaban siswa,10.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni adalah seni yang dibuat oleh tangan manusia dan seni rupa terapan seni yang dibantu dengan alat lain,jawaban siswa,0.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni rupa murni yaitu suatu karya seni yang dibuat untuk dinikmati keindahannya saja seni rupa terapan yaitu suatu karya seni yang memiliki nilai keindahannya sekaligus fungsi pakai,jawaban siswa,10.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni lukisan patung seni grafis atau dibuat melalui teknik cetak sablon cap poster dan lain lain fokus pada nilai estetika dan ekspresi pribadi seni rupa desain produk desain interior industri menggabungkan nilai seni dengan fungsi praktis,jawaban siswa,10.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni merupakan seni yang tanpa campuran sedangkan seni terapan merupakan karya seni yang dapat di terapkan dan dicampurkan,jawaban siswa,0.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni adalah seni yang hanya bisa dilihat saja termasuk seni d seni terapan adalah cabang seni rupa yang menciptakan karya fungsional untuk digunakan dalam kehidupan sehari hari tanpa menghilangkan nilai estetika yang bisa difungsikan contohnya patung,jawaban siswa,10.0
seni,jelaskan perbedaan antara seni murni dan seni rupa terapan,beda niat dan tujuannya,jawaban siswa,0.0
seni,mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,karena memiliki nilai estetika yang tiggi di banding karya seni yang lainnya,jawaban siswa,0.0
seni,mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,seni rupa dua dimensi memang memiliki peluang yang sangat luas dan menjanjikan dalam industri kreatif terutama dengan dukungan teknologi digital yang mempermudah proses produksi,jawaban siswa,10.0
